Date,TimeSlot,DELHI,BRPL,BYPL,NDPL,NDMC,MES
30/09/2022,00:00,4416.800,1837.000,981.580,1374.470,159.830,22.820
30/09/2022,01:00,4137.580,1721.880,917.400,1292.060,146.710,21.660
30/09/2022,02:00,3907.030,1615.770,865.910,1225.270,141.720,21.280
30/09/2022,03:00,3700.220,1531.830,815.440,1160.770,139.590,17.270
30/09/2022,04:00,3580.860,1482.800,780.740,1122.740,137.290,20.930
30/09/2022,05:00,3549.580,1480.360,765.810,1111.880,136.080,21.890
30/09/2022,06:00,3655.190,1541.020,784.660,1130.420,139.420,25.470
30/09/2022,07:00,3896.620,1616.220,871.210,1193.610,150.610,27.050
30/09/2022,08:00,3812.700,1564.350,837.450,1162.810,182.500,29.450
30/09/2022,09:00,4080.440,1683.580,863.390,1228.880,233.850,33.020
30/09/2022,10:00,4592.790,1793.370,985.630,1470.560,272.480,33.370
30/09/2022,11:00,4846.430,1894.780,1048.080,1540.610,279.550,34.180
30/09/2022,12:00,4923.690,1913.350,1077.350,1569.340,283.120,33.770
30/09/2022,13:00,4800.640,1868.890,1095.180,1481.610,283.460,33.690
30/09/2022,14:00,4883.610,1916.010,1083.350,1523.480,281.870,32.770
30/09/2022,15:00,5061.940,1992.160,1115.680,1593.030,283.700,32.400
30/09/2022,16:00,5025.510,1969.180,1109.420,1590.370,279.620,31.920
30/09/2022,17:00,4948.520,1954.400,1087.710,1557.910,272.850,30.710
30/09/2022,18:00,4853.640,1924.460,1117.330,1494.170,243.840,28.070
30/09/2022,19:00,4882.270,1962.240,1096.710,1524.760,224.760,28.710
30/09/2022,20:00,4727.790,1927.520,1053.770,1460.040,207.830,28.000
30/09/2022,21:00,4554.970,1932.910,1002.960,1354.620,191.340,27.360
30/09/2022,22:00,4589.910,1942.270,998.570,1393.630,187.250,25.770
30/09/2022,23:00,4698.340,1977.810,1027.370,1435.370,182.560,24.740
01/10/2022,00:00,4581.220,1906.550,1020.320,1412.380,174.880,23.410
01/10/2022,01:00,4302.500,1768.730,958.820,1345.320,166.470,22.560
01/10/2022,02:00,4047.090,1678.700,884.350,1260.550,163.190,21.970
01/10/2022,03:00,3854.170,1598.060,840.550,1196.200,160.730,21.780
01/10/2022,04:00,3720.770,1548.910,800.450,1156.030,158.750,21.460
01/10/2022,05:00,3652.680,1528.690,779.130,1129.990,158.360,21.990
01/10/2022,06:00,3686.290,1530.830,791.370,1144.610,161.240,23.550
01/10/2022,07:00,3787.030,1518.030,872.540,1174.010,163.400,24.930
01/10/2022,08:00,3811.020,1535.010,873.830,1164.550,171.040,26.750
01/10/2022,09:00,3928.070,1585.170,885.540,1201.880,190.890,28.910
01/10/2022,10:00,4411.570,1805.690,979.160,1341.470,212.990,29.220
01/10/2022,11:00,4574.940,1795.790,1058.470,1426.650,220.400,29.190
01/10/2022,12:00,4669.570,1840.480,1082.980,1444.480,228.170,28.950
01/10/2022,13:00,4539.440,1811.680,1056.390,1368.400,231.230,28.600
01/10/2022,14:00,4563.510,1813.490,1075.390,1373.370,227.430,26.690
01/10/2022,15:00,4723.300,1922.570,1088.920,1417.010,226.530,24.510
01/10/2022,16:00,4669.260,1905.630,1071.460,1398.290,223.830,24.600
01/10/2022,17:00,4599.670,1888.520,1078.300,1342.080,212.750,25.700
01/10/2022,18:00,4570.340,1910.840,1070.080,1311.980,205.600,26.280
01/10/2022,19:00,4590.770,1900.560,1062.830,1351.600,203.080,27.020
01/10/2022,20:00,4500.450,1905.620,1030.720,1299.410,196.190,26.470
01/10/2022,21:00,4408.600,1885.280,1021.280,1253.400,182.130,25.340
01/10/2022,22:00,4442.600,1895.350,998.100,1304.210,178.880,24.060
01/10/2022,23:00,4588.130,1956.900,1029.330,1361.830,175.340,23.410
02/10/2022,00:00,4509.490,1907.800,1027.170,1336.250,172.450,22.330
02/10/2022,01:00,4281.070,1797.240,972.030,1289.340,160.710,21.740
02/10/2022,02:00,4027.750,1694.510,903.830,1211.140,158.760,21.240
02/10/2022,03:00,3818.230,1604.670,850.330,1150.220,155.660,20.900
02/10/2022,04:00,3675.610,1545.930,808.400,1111.070,154.540,20.750
02/10/2022,05:00,3569.630,1510.440,780.390,1070.420,152.990,21.460
02/10/2022,06:00,3545.240,1496.210,778.550,1058.690,152.240,21.880
02/10/2022,07:00,3503.370,1470.030,786.960,1035.900,155.350,21.620
02/10/2022,08:00,3495.140,1451.970,799.220,1034.880,153.400,21.960
02/10/2022,09:00,3418.500,1465.420,761.760,981.880,154.840,22.110
02/10/2022,10:00,3502.760,1487.460,804.590,996.870,158.660,22.010
02/10/2022,11:00,3594.430,1545.760,807.020,1023.920,161.090,21.590
02/10/2022,12:00,3645.990,1557.470,829.010,1036.630,167.010,21.070
02/10/2022,13:00,3579.720,1552.790,813.730,991.440,162.610,20.780
02/10/2022,14:00,3637.260,1584.750,822.180,1005.890,165.410,20.090
02/10/2022,15:00,3705.680,1624.910,841.740,1017.980,162.970,20.260
02/10/2022,16:00,3708.670,1630.310,837.030,1018.500,164.840,20.920
02/10/2022,17:00,3688.380,1630.800,835.120,1003.600,160.610,23.250
02/10/2022,18:00,3761.830,1624.850,879.740,1031.280,163.020,24.080
02/10/2022,19:00,3965.130,1760.880,895.540,1072.580,171.710,25.880
02/10/2022,20:00,4008.130,1763.120,901.900,1108.730,168.110,25.870
02/10/2022,21:00,4046.450,1804.630,889.710,1122.340,165.730,25.480
02/10/2022,22:00,4243.680,1867.020,947.490,1201.030,163.510,24.470
02/10/2022,23:00,4332.250,1903.590,979.340,1229.050,161.220,23.560
03/10/2022,00:00,4250.000,1837.820,988.090,1204.330,156.970,22.360
03/10/2022,01:00,4006.200,1720.420,929.030,1143.110,154.160,21.440
03/10/2022,02:00,3779.460,1627.920,866.670,1083.850,144.160,21.090
03/10/2022,03:00,3586.370,1539.980,821.160,1027.760,142.790,20.590
03/10/2022,04:00,3442.290,1486.030,776.560,984.880,141.320,20.590
03/10/2022,05:00,3384.080,1474.640,744.700,971.390,140.440,21.600
03/10/2022,06:00,3425.890,1483.430,765.650,979.620,142.500,23.640
03/10/2022,07:00,3576.050,1516.080,831.890,1009.970,150.430,25.910
03/10/2022,08:00,3625.450,1537.970,818.010,1023.400,175.180,28.790
03/10/2022,09:00,3809.410,1592.840,826.280,1092.080,217.260,31.730
03/10/2022,10:00,4385.690,1775.620,923.820,1371.110,249.700,33.080
03/10/2022,11:00,4556.030,1798.500,979.320,1446.030,260.250,32.690
03/10/2022,12:00,4605.540,1817.850,977.950,1478.880,252.730,31.900
03/10/2022,13:00,4600.930,1844.580,1001.940,1423.200,253.850,32.110
03/10/2022,14:00,4587.000,1840.140,973.720,1448.370,249.450,30.680
03/10/2022,15:00,4754.730,1888.250,1034.250,1505.760,251.100,30.100
03/10/2022,16:00,4800.990,1926.300,1032.780,1523.660,249.320,30.210
03/10/2022,17:00,4758.000,1935.240,1013.190,1492.410,242.520,29.640
03/10/2022,18:00,4692.000,1912.000,1025.640,1462.400,220.300,27.800
03/10/2022,19:00,4675.540,1926.180,1010.550,1462.470,204.120,27.910
03/10/2022,20:00,4470.500,1880.000,969.890,1372.750,181.500,27.010
03/10/2022,21:00,4240.930,1836.060,906.960,1251.230,172.540,26.090
03/10/2022,22:00,4325.500,1856.520,936.670,1305.620,160.860,24.700
03/10/2022,23:00,4478.760,1894.500,985.750,1374.120,158.400,23.430
04/10/2022,00:00,4425.380,1856.230,992.370,1356.640,155.110,22.360
04/10/2022,01:00,4188.190,1748.320,938.450,1289.210,150.860,21.780
04/10/2022,02:00,3948.650,1648.610,876.530,1224.160,140.560,21.260
04/10/2022,03:00,3763.510,1567.070,835.980,1163.200,140.110,20.800
04/10/2022,04:00,3606.580,1503.900,789.030,1120.940,137.680,20.770
04/10/2022,05:00,3580.470,1496.590,780.050,1110.630,137.410,21.940
04/10/2022,06:00,3583.510,1510.770,783.710,1090.740,140.010,24.110
04/10/2022,07:00,3689.820,1526.240,831.350,1124.700,145.890,26.590
04/10/2022,08:00,3770.570,1564.100,829.170,1139.270,169.160,28.210
04/10/2022,09:00,3924.430,1638.420,831.670,1174.340,208.350,31.730
04/10/2022,10:00,4496.720,1823.420,930.900,1420.900,243.750,32.300
04/10/2022,11:00,4742.120,1884.100,1000.180,1525.030,254.050,32.580
04/10/2022,12:00,4844.970,1903.380,1034.470,1577.860,255.550,32.450
04/10/2022,13:00,4725.740,1902.740,1009.540,1477.420,255.350,31.800
04/10/2022,14:00,4728.200,1902.170,1015.500,1486.360,249.780,30.760
04/10/2022,15:00,4942.680,1990.830,1043.590,1568.900,248.950,30.990
04/10/2022,16:00,4928.830,1961.900,1069.260,1573.470,249.950,30.560
04/10/2022,17:00,4861.490,1959.660,1035.660,1546.250,243.530,30.230
04/10/2022,18:00,4787.860,1926.420,1066.730,1504.290,216.840,27.760
04/10/2022,19:00,4870.150,1983.230,1065.700,1547.260,200.320,27.440
04/10/2022,20:00,4676.410,1925.810,1036.220,1467.600,183.950,26.690
04/10/2022,21:00,4424.530,1889.300,976.430,1317.570,174.370,25.990
04/10/2022,22:00,4576.700,1936.060,1015.600,1385.320,171.230,24.550
04/10/2022,23:00,4732.620,1983.220,1056.980,1462.870,160.920,23.670
05/10/2022,00:00,4690.560,1947.140,1070.720,1449.930,157.500,22.740
05/10/2022,01:00,4472.790,1859.460,1014.670,1379.780,154.530,21.860
05/10/2022,02:00,4222.180,1747.880,954.950,1306.250,151.450,21.490
05/10/2022,03:00,4006.290,1659.580,899.190,1239.210,149.250,21.100
05/10/2022,04:00,3765.690,1571.090,824.250,1184.650,130.320,21.140
05/10/2022,05:00,3688.320,1544.460,795.920,1162.550,127.990,21.860
05/10/2022,06:00,3632.390,1513.560,786.160,1143.340,129.980,22.690
05/10/2022,07:00,3686.190,1513.590,819.360,1160.460,134.620,23.180
05/10/2022,08:00,3652.160,1478.170,822.620,1163.500,138.780,23.240
05/10/2022,09:00,3660.550,1508.320,802.450,1152.020,146.420,22.610
05/10/2022,10:00,3946.390,1615.010,843.890,1275.490,152.830,22.450
05/10/2022,11:00,4195.460,1716.960,919.140,1330.700,165.160,22.700
05/10/2022,12:00,4314.700,1749.150,968.600,1363.890,169.470,22.910
05/10/2022,13:00,4195.590,1723.630,947.330,1299.990,171.100,22.070
05/10/2022,14:00,4285.120,1770.520,957.620,1320.170,174.480,21.630
05/10/2022,15:00,4108.910,1688.120,920.160,1275.630,163.090,21.790
05/10/2022,16:00,4102.340,1689.840,928.880,1264.450,163.980,22.200
05/10/2022,17:00,3856.240,1632.090,886.300,1113.660,163.370,23.870
05/10/2022,18:00,3776.250,1607.520,899.990,1048.400,157.920,24.050
05/10/2022,19:00,3792.820,1639.640,873.810,1051.300,164.270,25.030
05/10/2022,20:00,3761.310,1618.100,872.120,1042.770,163.960,24.680
05/10/2022,21:00,3871.590,1702.320,856.610,1092.380,158.150,24.750
05/10/2022,22:00,4112.850,1786.130,906.670,1199.840,156.700,24.000
05/10/2022,23:00,4258.770,1814.410,971.180,1260.730,151.500,22.620
06/10/2022,00:00,4196.880,1785.450,969.310,1234.380,146.750,21.930
06/10/2022,01:00,3869.820,1641.480,864.860,1163.330,142.530,21.050
06/10/2022,02:00,3677.210,1555.670,822.380,1107.540,135.840,20.860
06/10/2022,03:00,3506.460,1480.590,776.620,1062.740,132.640,20.530
06/10/2022,04:00,3368.120,1428.450,739.550,1018.530,130.620,20.470
06/10/2022,05:00,3277.880,1399.340,711.100,984.560,130.230,21.320
06/10/2022,06:00,3324.690,1426.620,719.800,993.740,129.110,23.330
06/10/2022,07:00,3476.720,1473.560,773.650,1030.320,141.840,25.260
06/10/2022,08:00,3478.930,1456.730,766.290,1025.150,171.660,27.820
06/10/2022,09:00,3621.600,1506.560,742.000,1099.190,211.100,31.010
06/10/2022,10:00,4278.490,1679.680,880.690,1395.590,248.690,31.750
06/10/2022,11:00,4460.950,1702.030,955.020,1470.580,259.100,30.940
06/10/2022,12:00,4577.490,1753.810,985.890,1486.020,276.620,31.110
06/10/2022,13:00,4456.910,1719.510,986.760,1413.600,263.400,30.370
06/10/2022,14:00,4465.310,1734.470,964.580,1432.460,261.830,29.500
06/10/2022,15:00,4600.500,1759.060,1006.310,1502.640,259.460,28.020
06/10/2022,16:00,4620.070,1788.950,1002.660,1496.720,256.010,28.910
06/10/2022,17:00,4612.200,1787.090,1019.540,1479.770,253.750,28.330
06/10/2022,18:00,4571.280,1771.840,1041.320,1456.570,231.020,26.980
08/10/2022,00:00,3377.110,1361.690,736.600,1095.000,132.000,18.260
08/10/2022,01:00,3201.800,1301.600,686.000,1043.780,122.440,17.540
08/10/2022,02:00,3091.900,1253.460,660.200,1014.650,116.560,17.730
08/10/2022,03:00,2979.420,1208.790,634.430,974.770,115.580,17.690
08/10/2022,04:00,2889.990,1177.060,607.240,947.290,113.270,17.720
08/10/2022,05:00,2838.750,1166.260,591.610,924.060,112.060,17.810
08/10/2022,06:00,2937.380,1226.610,609.620,938.920,115.050,19.790
08/10/2022,07:00,3109.700,1274.760,682.850,982.780,116.550,21.860
08/10/2022,08:00,3186.950,1307.670,696.860,993.910,134.860,23.750
08/10/2022,09:00,3321.260,1392.600,708.560,1012.620,150.310,24.610
08/10/2022,10:00,3632.000,1481.600,791.180,1150.000,163.410,23.910
08/10/2022,11:00,3745.850,1508.920,818.310,1189.400,170.970,23.580
08/10/2022,12:00,3789.040,1519.060,857.630,1180.540,173.970,22.860
08/10/2022,13:00,3593.320,1458.680,817.710,1096.550,165.240,21.740
08/10/2022,14:00,3476.160,1407.620,765.180,1090.370,162.270,19.380
08/10/2022,15:00,3498.810,1409.240,783.500,1102.370,153.340,17.600
08/10/2022,16:00,3467.820,1389.110,793.080,1086.220,151.160,17.590
08/10/2022,17:00,3428.370,1368.800,760.720,1086.210,147.190,19.000
08/10/2022,18:00,3583.730,1467.290,823.170,1083.790,151.860,21.910
08/10/2022,19:00,3558.830,1451.850,806.000,1089.310,155.880,22.350
08/10/2022,20:00,3314.270,1384.290,744.050,1001.620,132.380,21.550
08/10/2022,21:00,3006.780,1291.170,667.220,871.900,134.840,19.480
08/10/2022,22:00,2852.610,1199.760,612.760,865.040,126.990,17.840
08/10/2022,23:00,2669.830,1104.420,568.190,835.260,120.590,16.230
09/10/2022,00:00,2525.860,1040.110,534.650,799.900,114.750,15.110
09/10/2022,01:00,2401.560,988.820,507.460,756.790,109.880,14.520
09/10/2022,02:00,2297.780,942.970,483.050,729.350,105.540,14.310
09/10/2022,03:00,2233.920,921.310,466.540,710.580,99.890,14.400
09/10/2022,04:00,2202.310,907.720,451.330,704.320,105.350,14.140
09/10/2022,05:00,2242.960,948.960,457.450,697.870,102.480,14.950
09/10/2022,06:00,2400.940,1005.340,508.170,740.900,106.390,17.490
09/10/2022,07:00,2617.340,1083.240,563.870,813.370,113.420,18.600
09/10/2022,08:00,2768.380,1139.350,608.870,862.440,118.300,19.910
09/10/2022,09:00,2947.090,1215.400,618.510,936.290,126.730,20.210
09/10/2022,10:00,3256.660,1301.500,692.890,1083.410,127.740,20.380
09/10/2022,11:00,3366.740,1314.890,724.970,1141.920,132.750,20.640
09/10/2022,12:00,3424.240,1332.840,759.070,1143.210,136.890,18.810
09/10/2022,13:00,3243.770,1255.640,723.100,1078.770,131.970,18.710
09/10/2022,14:00,3241.120,1286.550,702.380,1077.760,134.440,16.660
09/10/2022,15:00,3203.430,1209.620,710.950,1105.340,135.390,15.670
09/10/2022,16:00,3062.430,1156.720,669.620,1057.200,134.440,16.230
10/10/2022,00:00,2402.660,958.830,497.690,793.690,114.770,15.010
10/10/2022,01:00,2276.540,909.120,467.330,759.000,104.810,14.640
10/10/2022,02:00,2172.350,868.740,441.600,723.860,102.720,14.300
10/10/2022,03:00,2109.430,843.690,424.450,706.770,101.110,14.320
10/10/2022,04:00,2096.810,847.210,418.530,696.210,100.350,14.520
10/10/2022,05:00,2192.670,908.490,433.030,713.550,100.210,16.370
10/10/2022,06:00,2549.630,1075.470,512.670,809.080,105.560,22.090
10/10/2022,07:00,3003.640,1250.890,628.530,948.900,120.310,25.510
10/10/2022,08:00,3085.080,1283.190,649.740,957.770,134.630,25.660
10/10/2022,09:00,3205.880,1314.780,662.500,996.510,169.220,26.130
10/10/2022,10:00,3606.110,1422.020,713.640,1218.700,190.820,26.330
10/10/2022,11:00,3730.440,1449.570,766.410,1264.290,192.530,25.440
10/10/2022,12:00,3696.100,1425.660,798.980,1214.050,197.180,24.460
10/10/2022,13:00,3559.770,1401.040,747.870,1153.490,192.240,23.860
10/10/2022,14:00,3457.080,1343.790,729.070,1141.350,190.230,21.690
10/10/2022,15:00,3521.950,1340.990,736.100,1202.500,192.590,18.130
10/10/2022,16:00,3482.980,1354.650,692.700,1187.170,191.740,21.090
10/10/2022,17:00,3486.320,1440.360,639.860,1162.840,185.860,21.970
10/10/2022,18:00,3636.830,1432.500,772.970,1193.610,177.050,23.760
10/10/2022,19:00,3608.810,1441.840,748.650,1198.150,167.290,22.510
10/10/2022,20:00,3340.800,1367.350,683.710,1079.870,159.390,21.030
10/10/2022,21:00,3004.420,1249.590,637.730,920.090,148.120,20.210
10/10/2022,22:00,2820.170,1170.650,566.530,898.250,143.090,18.020
10/10/2022,23:00,2641.080,1061.900,543.070,862.250,134.330,15.260
11/10/2022,00:00,2450.770,961.950,504.420,815.550,131.260,14.010
11/10/2022,01:00,2307.230,910.410,463.930,775.760,121.420,13.990
11/10/2022,02:00,2212.470,866.030,436.980,754.990,119.560,13.920
11/10/2022,03:00,2149.240,846.550,421.750,726.860,119.440,14.330
11/10/2022,04:00,2153.620,863.450,413.370,722.730,119.130,14.490
11/10/2022,05:00,2274.640,923.900,437.510,755.970,119.250,16.520
11/10/2022,06:00,2661.570,1113.230,516.900,859.900,124.130,22.110
11/10/2022,07:00,3178.730,1305.030,670.910,1008.430,137.940,26.050
11/10/2022,08:00,3219.960,1296.980,705.100,1000.190,159.670,27.150
11/10/2022,09:00,3386.390,1378.330,695.230,1062.930,186.980,26.720
11/10/2022,10:00,3769.790,1486.610,755.040,1265.600,200.420,26.210
11/10/2022,11:00,3850.960,1463.290,792.760,1326.120,207.680,25.360
11/10/2022,12:00,3857.130,1468.350,798.510,1318.600,209.870,25.020
11/10/2022,13:00,3694.200,1391.790,793.230,1242.210,210.750,23.790
11/10/2022,14:00,3631.270,1384.280,770.020,1206.230,213.490,22.640
11/10/2022,15:00,3745.050,1419.600,777.560,1280.500,212.240,22.080
11/10/2022,16:00,3733.310,1439.340,758.430,1261.650,215.950,22.950
11/10/2022,17:00,3803.100,1468.920,788.240,1275.260,210.380,24.310
11/10/2022,18:00,3852.160,1518.330,827.960,1261.280,188.220,23.920
11/10/2022,19:00,3875.130,1530.220,833.910,1271.860,174.810,24.370
11/10/2022,20:00,3607.380,1454.160,748.170,1184.860,162.470,23.230
11/10/2022,21:00,3282.130,1362.760,709.900,1007.060,149.710,21.610
11/10/2022,22:00,3090.010,1268.280,647.410,991.310,139.160,19.210
11/10/2022,23:00,2894.690,1167.370,606.250,948.510,130.680,16.960
12/10/2022,00:00,2696.890,1072.270,566.940,898.540,120.330,15.770
12/10/2022,01:00,2502.260,992.170,511.130,845.440,114.520,15.570
12/10/2022,02:00,2395.830,949.890,483.290,812.790,112.000,15.190
12/10/2022,03:00,2317.290,926.400,463.660,782.740,107.560,14.960
12/10/2022,04:00,2306.980,927.380,461.060,774.310,107.210,15.260
12/10/2022,05:00,2403.760,979.240,475.540,803.010,106.140,17.190
12/10/2022,06:00,2763.530,1153.900,546.960,898.620,114.300,22.980
12/10/2022,07:00,3300.770,1356.190,717.010,1033.790,134.960,26.510
12/10/2022,08:00,3261.860,1335.150,699.390,1016.330,152.410,27.050
12/10/2022,09:00,3334.730,1354.440,703.470,1032.100,187.950,26.070
12/10/2022,10:00,3796.890,1485.460,800.820,1235.740,209.060,27.180
12/10/2022,11:00,3952.650,1518.060,866.400,1295.210,220.770,26.120
12/10/2022,12:00,4012.740,1520.310,883.920,1328.630,216.600,25.370
12/10/2022,13:00,3831.360,1468.380,853.880,1222.560,223.160,25.280
12/10/2022,14:00,3791.310,1456.890,843.680,1214.370,219.280,23.230
12/10/2022,15:00,3866.920,1475.530,839.810,1269.680,218.890,20.920
12/10/2022,16:00,3851.560,1464.600,846.600,1261.830,219.860,22.460
12/10/2022,17:00,3858.040,1492.830,848.020,1248.080,208.530,23.910
12/10/2022,18:00,3949.300,1520.330,908.550,1257.500,196.570,24.050
12/10/2022,19:00,3948.080,1560.640,866.090,1258.920,198.710,24.390
12/10/2022,20:00,3673.430,1478.960,805.540,1164.420,166.180,23.390
12/10/2022,21:00,3363.530,1415.750,727.390,1010.060,152.800,21.870
12/10/2022,22:00,3144.050,1294.010,672.270,984.580,139.730,19.310
12/10/2022,23:00,2984.720,1208.200,628.130,971.350,129.690,17.400
13/10/2022,00:00,2759.710,1092.270,593.640,920.430,116.420,16.230
13/10/2022,01:00,2560.220,1014.710,533.640,863.960,108.350,15.330
13/10/2022,02:00,2434.600,961.850,505.900,822.260,106.040,15.150
13/10/2022,03:00,2345.920,934.430,483.900,791.150,99.130,15.050
13/10/2022,04:00,2391.540,960.340,485.620,808.170,99.390,15.290
13/10/2022,05:00,2503.830,1021.180,505.250,837.040,99.310,17.320
13/10/2022,06:00,2643.370,1084.600,541.870,864.400,106.520,19.940
13/10/2022,07:00,2953.720,1205.610,631.770,939.950,120.680,23.870
13/10/2022,08:00,3129.960,1237.100,697.440,988.630,147.360,26.260
13/10/2022,09:00,3316.850,1348.710,688.650,1036.850,182.340,26.090
13/10/2022,10:00,3812.140,1488.480,785.320,1259.900,200.220,26.340
13/10/2022,11:00,3994.690,1526.840,866.980,1328.740,209.590,24.570
13/10/2022,12:00,3983.210,1494.850,875.110,1338.320,211.380,24.470
13/10/2022,13:00,3801.160,1456.970,849.750,1227.340,210.910,23.590
13/10/2022,14:00,3685.000,1391.610,792.040,1241.420,201.410,22.640
13/10/2022,15:00,3792.310,1433.410,821.660,1282.310,204.020,21.760
13/10/2022,16:00,3804.210,1465.800,816.110,1263.990,201.650,22.440
13/10/2022,17:00,3790.540,1451.990,828.820,1258.280,193.000,22.670
13/10/2022,18:00,3820.280,1492.420,858.040,1230.110,179.640,23.140
13/10/2022,19:00,3849.070,1543.980,848.190,1233.610,168.740,24.190
13/10/2022,20:00,3515.270,1431.090,744.760,1125.750,152.250,22.810
13/10/2022,21:00,3151.760,1319.470,667.290,956.720,139.480,20.840
13/10/2022,22:00,3076.470,1277.400,650.130,967.580,131.970,19.160
13/10/2022,23:00,2936.380,1204.040,633.250,932.210,126.560,16.830
14/10/2022,00:00,2730.710,1092.480,580.840,897.850,117.940,15.610
14/10/2022,01:00,2544.730,1023.080,526.860,843.160,112.340,15.070
14/10/2022,02:00,2439.680,982.740,502.260,810.620,105.950,15.170
14/10/2022,03:00,2361.650,960.440,481.780,780.380,101.510,15.040
14/10/2022,04:00,2340.080,957.880,468.700,776.620,100.450,15.250
14/10/2022,05:00,2438.270,1013.830,482.550,798.370,103.000,17.350
14/10/2022,06:00,2742.200,1153.550,547.880,881.230,108.760,22.780
14/10/2022,07:00,3235.730,1335.580,697.280,1013.600,126.210,25.920
14/10/2022,08:00,3195.240,1305.000,686.970,997.900,151.220,26.010
14/10/2022,09:00,3346.300,1357.880,701.130,1036.300,181.110,27.080
14/10/2022,10:00,3797.510,1484.210,795.530,1253.170,202.210,26.100
14/10/2022,11:00,3924.610,1498.310,837.310,1317.420,212.770,25.320
14/10/2022,12:00,3918.820,1473.820,855.290,1312.370,213.330,24.880
14/10/2022,13:00,3814.200,1468.580,848.340,1221.550,214.760,24.830
14/10/2022,14:00,3763.360,1453.650,804.960,1234.190,211.110,23.410
14/10/2022,15:00,3871.430,1497.420,834.250,1266.580,210.150,22.920
14/10/2022,16:00,3799.830,1446.360,815.840,1271.620,207.510,22.550
14/10/2022,17:00,3815.150,1452.770,831.850,1266.010,204.290,23.580
14/10/2022,18:00,3956.690,1531.520,895.470,1271.770,195.550,24.100
14/10/2022,19:00,4006.660,1583.890,882.340,1287.730,181.790,24.920
14/10/2022,20:00,3733.410,1502.790,808.550,1192.980,170.040,23.250
14/10/2022,21:00,3357.110,1407.900,699.890,1035.610,158.560,21.950
14/10/2022,22:00,3158.240,1310.940,657.420,992.270,148.910,18.680
14/10/2022,23:00,3005.270,1228.820,619.650,966.140,144.700,17.330
15/10/2022,00:00,2798.520,1114.760,584.000,922.250,137.150,15.680
15/10/2022,01:00,2516.890,1024.790,497.020,826.350,129.800,15.160
15/10/2022,02:00,2408.970,979.620,469.960,793.100,128.720,15.020
15/10/2022,03:00,2322.130,947.490,446.770,763.750,127.200,14.890
15/10/2022,04:00,2307.990,958.570,435.130,750.540,126.600,15.250
15/10/2022,05:00,2397.310,1007.270,449.910,773.150,127.880,16.340
15/10/2022,06:00,2629.400,1100.440,510.870,842.940,130.640,19.430
15/10/2022,07:00,2994.070,1236.010,633.170,937.760,136.700,22.680
15/10/2022,08:00,3032.740,1241.140,647.050,937.900,147.860,24.480
15/10/2022,09:00,3102.900,1299.230,644.460,941.220,162.230,22.920
15/10/2022,10:00,3465.410,1420.020,746.700,1072.470,173.610,23.450
15/10/2022,11:00,3589.160,1460.450,789.330,1103.620,179.630,22.270
15/10/2022,12:00,3614.890,1474.640,812.840,1087.470,179.110,21.840
15/10/2022,13:00,3463.840,1410.170,797.730,1022.990,181.450,20.980
15/10/2022,14:00,3431.780,1395.200,771.800,1025.000,178.850,19.090
15/10/2022,15:00,3484.830,1397.490,786.160,1073.760,178.950,17.620
15/10/2022,16:00,3487.120,1406.970,793.370,1058.380,177.860,17.920
15/10/2022,17:00,3502.780,1419.780,800.510,1051.750,176.750,20.490
15/10/2022,18:00,3624.040,1506.910,822.180,1063.070,176.080,22.380
15/10/2022,19:00,3666.920,1507.380,840.930,1083.130,171.630,23.290
15/10/2022,20:00,3455.320,1471.200,765.880,1005.820,161.460,22.610
15/10/2022,21:00,3207.430,1378.010,698.110,909.400,156.590,20.730
15/10/2022,22:00,2996.250,1262.200,641.010,894.730,149.030,18.740
15/10/2022,23:00,2854.730,1184.990,615.100,867.900,144.360,17.020
16/10/2022,00:00,2679.510,1094.380,580.140,825.110,137.650,15.620
16/10/2022,01:00,2525.240,1026.970,533.330,791.060,134.630,15.080
16/10/2022,02:00,2411.810,983.800,504.090,753.490,132.620,15.040
16/10/2022,03:00,2317.500,947.850,482.600,721.480,127.980,14.960
16/10/2022,04:00,2293.780,946.390,467.460,715.530,127.520,15.010
16/10/2022,05:00,2366.080,984.010,483.290,733.150,127.600,16.150
16/10/2022,06:00,2459.930,1031.210,512.450,745.020,129.180,17.810
16/10/2022,07:00,2689.570,1106.730,581.620,827.000,131.430,19.350
16/10/2022,08:00,2799.180,1142.620,603.100,872.840,135.040,20.400
16/10/2022,09:00,2902.590,1196.560,618.450,900.370,139.110,20.540
16/10/2022,10:00,3227.770,1265.920,688.440,1074.670,146.210,20.350
16/10/2022,11:00,3414.160,1345.030,739.760,1124.330,152.460,20.110
16/10/2022,12:00,3434.930,1330.130,770.470,1128.050,153.950,19.910
16/10/2022,13:00,3362.250,1337.860,756.390,1060.120,154.960,19.140
16/10/2022,14:00,3266.810,1271.640,731.640,1059.550,152.520,17.570
16/10/2022,15:00,3212.990,1255.670,701.040,1063.130,151.510,16.340
16/10/2022,16:00,3191.730,1245.150,685.740,1045.020,151.680,16.830
16/10/2022,17:00,3267.870,1286.640,716.210,1058.010,153.110,19.910
16/10/2022,18:00,3412.270,1353.350,773.330,1080.650,156.960,20.060
16/10/2022,19:00,3472.370,1380.870,793.140,1082.930,157.050,21.650
16/10/2022,20:00,3297.690,1339.250,741.840,1010.680,155.460,21.740
